name,description
EV Cybertruck 760,"Carro elétrico potente com autonomia de 212 km e aceleração de 0 a 100 km/h em 2.39 s"
EV Roadster 761,"Carro elétrico robusto com autonomia de 496 km e aceleração de 0 a 100 km/h em 3.08 s"
EV Roadster 762,"Carro elétrico moderno com autonomia de 518 km e aceleração de 0 a 100 km/h em 3.34 s"
EV Model S 763,"Carro elétrico econômico com autonomia de 576 km e aceleração de 0 a 100 km/h em 3.26 s"
EV Model Y 764,"Carro elétrico moderno com autonomia de 583 km e aceleração de 0 a 100 km/h em 2.03 s"
EV EV Concept 765,"Carro elétrico moderno com autonomia de 436 km e aceleração de 0 a 100 km/h em 2.65 s"
EV EV Concept 766,"Carro elétrico potente com autonomia de 368 km e aceleração de 0 a 100 km/h em 2.49 s"
EV EV Concept 767,"Carro elétrico potente com autonomia de 334 km e aceleração de 0 a 100 km/h em 3.84 s"
EV EV Concept 768,"Carro elétrico potente com autonomia de 216 km e aceleração de 0 a 100 km/h em 3.24 s"
EV Model Y 769,"Carro elétrico econômico com autonomia de 600 km e aceleração de 0 a 100 km/h em 2.67 s"
EV Model X 770,"Carro elétrico robusto com autonomia de 519 km e aceleração de 0 a 100 km/h em 3.76 s"
EV Semi 771,"Carro elétrico potente com autonomia de 218 km e aceleração de 0 a 100 km/h em 3.20 s"
EV Model Y 772,"Carro elétrico potente com autonomia de 499 km e aceleração de 0 a 100 km/h em 3.31 s"
EV Model S 773,"Carro elétrico econômico com autonomia de 459 km e aceleração de 0 a 100 km/h em 2.81 s"
EV Model S 774,"Carro elétrico futurístico com autonomia de 408 km e aceleração de 0 a 100 km/h em 3.17 s"
EV EV Concept 775,"Carro elétrico econômico com autonomia de 437 km e aceleração de 0 a 100 km/h em 2.44 s"
EV Cybertruck 776,"Carro elétrico potente com autonomia de 253 km e aceleração de 0 a 100 km/h em 3.33 s"
EV Cybertruck 777,"Carro elétrico incrível com autonomia de 470 km e aceleração de 0 a 100 km/h em 2.14 s"
EV Model 3 778,"Carro elétrico robusto com autonomia de 529 km e aceleração de 0 a 100 km/h em 2.39 s"
EV Model 3 779,"Carro elétrico moderno com autonomia de 244 km e aceleração de 0 a 100 km/h em 3.32 s"
EV Roadster 780,"Carro elétrico futurístico com autonomia de 573 km e aceleração de 0 a 100 km/h em 3.34 s"
EV Model 3 781,"Carro elétrico incrível com autonomia de 479 km e aceleração de 0 a 100 km/h em 2.97 s"
EV EV Concept 782,"Carro elétrico econômico com autonomia de 581 km e aceleração de 0 a 100 km/h em 3.18 s"
EV Semi 783,"Carro elétrico potente com autonomia de 595 km e aceleração de 0 a 100 km/h em 2.90 s"
EV Model X 784,"Carro elétrico potente com autonomia de 470 km e aceleração de 0 a 100 km/h em 3.65 s"
EV Model 3 785,"Carro elétrico robusto com autonomia de 216 km e aceleração de 0 a 100 km/h em 3.07 s"
EV Model S 786,"Carro elétrico futurístico com autonomia de 418 km e aceleração de 0 a 100 km/h em 2.97 s"
EV EV Concept 787,"Carro elétrico robusto com autonomia de 434 km e aceleração de 0 a 100 km/h em 3.37 s"
EV Model X 788,"Carro elétrico potente com autonomia de 258 km e aceleração de 0 a 100 km/h em 3.65 s"
EV Model S 789,"Carro elétrico robusto com autonomia de 342 km e aceleração de 0 a 100 km/h em 3.71 s"
EV Roadster 790,"Carro elétrico moderno com autonomia de 511 km e aceleração de 0 a 100 km/h em 2.47 s"
EV Model Y 791,"Carro elétrico futurístico com autonomia de 252 km e aceleração de 0 a 100 km/h em 3.60 s"
EV Model Y 792,"Carro elétrico revolucionário com autonomia de 486 km e aceleração de 0 a 100 km/h em 3.44 s"
EV Roadster 793,"Carro elétrico econômico com autonomia de 348 km e aceleração de 0 a 100 km/h em 2.82 s"
EV Semi 794,"Carro elétrico robusto com autonomia de 582 km e aceleração de 0 a 100 km/h em 2.99 s"
EV EV Concept 795,"Carro elétrico elegante com autonomia de 316 km e aceleração de 0 a 100 km/h em 3.54 s"
EV Semi 796,"Carro elétrico futurístico com autonomia de 287 km e aceleração de 0 a 100 km/h em 2.93 s"
EV Model Y 797,"Carro elétrico futurístico com autonomia de 215 km e aceleração de 0 a 100 km/h em 3.85 s"
EV Cybertruck 798,"Carro elétrico robusto com autonomia de 403 km e aceleração de 0 a 100 km/h em 2.40 s"
EV Cybertruck 799,"Carro elétrico incrível com autonomia de 355 km e aceleração de 0 a 100 km/h em 3.49 s"
EV Semi 800,"Carro elétrico futurístico com autonomia de 511 km e aceleração de 0 a 100 km/h em 3.99 s"
EV Semi 801,"Carro elétrico elegante com autonomia de 261 km e aceleração de 0 a 100 km/h em 2.33 s"
EV Model 3 802,"Carro elétrico revolucionário com autonomia de 389 km e aceleração de 0 a 100 km/h em 2.14 s"
EV Cybertruck 803,"Carro elétrico moderno com autonomia de 553 km e aceleração de 0 a 100 km/h em 2.02 s"
EV Model S 804,"Carro elétrico robusto com autonomia de 288 km e aceleração de 0 a 100 km/h em 2.66 s"
EV Model Y 805,"Carro elétrico incrível com autonomia de 389 km e aceleração de 0 a 100 km/h em 3.33 s"
EV Model 3 806,"Carro elétrico potente com autonomia de 587 km e aceleração de 0 a 100 km/h em 2.81 s"
EV Model 3 807,"Carro elétrico elegante com autonomia de 540 km e aceleração de 0 a 100 km/h em 3.79 s"
EV EV Concept 808,"Carro elétrico potente com autonomia de 528 km e aceleração de 0 a 100 km/h em 3.63 s"
EV Model S 809,"Carro elétrico revolucionário com autonomia de 278 km e aceleração de 0 a 100 km/h em 3.08 s"
EV Model X 810,"Carro elétrico econômico com autonomia de 259 km e aceleração de 0 a 100 km/h em 3.43 s"
EV Cybertruck 811,"Carro elétrico moderno com autonomia de 481 km e aceleração de 0 a 100 km/h em 3.66 s"
EV Model 3 812,"Carro elétrico robusto com autonomia de 482 km e aceleração de 0 a 100 km/h em 2.73 s"
EV Model Y 813,"Carro elétrico robusto com autonomia de 300 km e aceleração de 0 a 100 km/h em 3.49 s"
EV Model Y 814,"Carro elétrico futurístico com autonomia de 245 km e aceleração de 0 a 100 km/h em 3.41 s"
EV Cybertruck 815,"Carro elétrico econômico com autonomia de 475 km e aceleração de 0 a 100 km/h em 3.40 s"
EV EV Concept 816,"Carro elétrico revolucionário com autonomia de 574 km e aceleração de 0 a 100 km/h em 3.78 s"
EV EV Concept 817,"Carro elétrico futurístico com autonomia de 223 km e aceleração de 0 a 100 km/h em 2.80 s"
EV Model Y 818,"Carro elétrico econômico com autonomia de 348 km e aceleração de 0 a 100 km/h em 2.11 s"
EV Cybertruck 819,"Carro elétrico revolucionário com autonomia de 507 km e aceleração de 0 a 100 km/h em 2.56 s"
EV Semi 820,"Carro elétrico econômico com autonomia de 542 km e aceleração de 0 a 100 km/h em 3.77 s"
EV Cybertruck 821,"Carro elétrico incrível com autonomia de 260 km e aceleração de 0 a 100 km/h em 2.82 s"
EV Semi 822,"Carro elétrico econômico com autonomia de 445 km e aceleração de 0 a 100 km/h em 3.12 s"
EV Semi 823,"Carro elétrico econômico com autonomia de 530 km e aceleração de 0 a 100 km/h em 2.61 s"
EV Semi 824,"Carro elétrico robusto com autonomia de 447 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Model Y 825,"Carro elétrico futurístico com autonomia de 323 km e aceleração de 0 a 100 km/h em 2.39 s"
EV Semi 826,"Carro elétrico incrível com autonomia de 279 km e aceleração de 0 a 100 km/h em 3.99 s"
EV Semi 827,"Carro elétrico elegante com autonomia de 386 km e aceleração de 0 a 100 km/h em 3.61 s"
EV Model 3 828,"Carro elétrico econômico com autonomia de 218 km e aceleração de 0 a 100 km/h em 3.80 s"
EV Cybertruck 829,"Carro elétrico incrível com autonomia de 331 km e aceleração de 0 a 100 km/h em 2.78 s"
EV Semi 830,"Carro elétrico potente com autonomia de 345 km e aceleração de 0 a 100 km/h em 3.54 s"
EV Semi 831,"Carro elétrico econômico com autonomia de 260 km e aceleração de 0 a 100 km/h em 3.04 s"
EV EV Concept 832,"Carro elétrico potente com autonomia de 568 km e aceleração de 0 a 100 km/h em 2.40 s"
EV Model X 833,"Carro elétrico moderno com autonomia de 519 km e aceleração de 0 a 100 km/h em 2.71 s"
EV Model X 834,"Carro elétrico incrível com autonomia de 476 km e aceleração de 0 a 100 km/h em 2.38 s"
EV Model S 835,"Carro elétrico econômico com autonomia de 323 km e aceleração de 0 a 100 km/h em 3.44 s"
EV Model Y 836,"Carro elétrico incrível com autonomia de 240 km e aceleração de 0 a 100 km/h em 3.01 s"
EV Cybertruck 837,"Carro elétrico robusto com autonomia de 512 km e aceleração de 0 a 100 km/h em 2.65 s"
EV Model 3 838,"Carro elétrico revolucionário com autonomia de 384 km e aceleração de 0 a 100 km/h em 2.18 s"
EV Cybertruck 839,"Carro elétrico moderno com autonomia de 582 km e aceleração de 0 a 100 km/h em 3.21 s"
EV Model X 840,"Carro elétrico potente com autonomia de 535 km e aceleração de 0 a 100 km/h em 2.79 s"
EV Model 3 841,"Carro elétrico incrível com autonomia de 350 km e aceleração de 0 a 100 km/h em 3.54 s"
EV Roadster 842,"Carro elétrico elegante com autonomia de 286 km e aceleração de 0 a 100 km/h em 3.41 s"
EV EV Concept 843,"Carro elétrico incrível com autonomia de 460 km e aceleração de 0 a 100 km/h em 2.16 s"
EV Model X 844,"Carro elétrico potente com autonomia de 385 km e aceleração de 0 a 100 km/h em 3.09 s"
EV Model Y 845,"Carro elétrico incrível com autonomia de 479 km e aceleração de 0 a 100 km/h em 3.61 s"
EV Cybertruck 846,"Carro elétrico revolucionário com autonomia de 378 km e aceleração de 0 a 100 km/h em 3.74 s"
EV Model S 847,"Carro elétrico potente com autonomia de 459 km e aceleração de 0 a 100 km/h em 2.06 s"
EV Semi 848,"Carro elétrico moderno com autonomia de 396 km e aceleração de 0 a 100 km/h em 2.17 s"
EV Roadster 849,"Carro elétrico econômico com autonomia de 496 km e aceleração de 0 a 100 km/h em 2.47 s"
EV Semi 850,"Carro elétrico revolucionário com autonomia de 262 km e aceleração de 0 a 100 km/h em 2.05 s"
EV Roadster 851,"Carro elétrico robusto com autonomia de 219 km e aceleração de 0 a 100 km/h em 2.37 s"
EV EV Concept 852,"Carro elétrico econômico com autonomia de 214 km e aceleração de 0 a 100 km/h em 2.83 s"
EV Roadster 853,"Carro elétrico futurístico com autonomia de 310 km e aceleração de 0 a 100 km/h em 2.55 s"
EV Roadster 854,"Carro elétrico revolucionário com autonomia de 294 km e aceleração de 0 a 100 km/h em 3.44 s"
EV Roadster 855,"Carro elétrico potente com autonomia de 540 km e aceleração de 0 a 100 km/h em 2.62 s"
EV EV Concept 856,"Carro elétrico incrível com autonomia de 405 km e aceleração de 0 a 100 km/h em 2.24 s"
EV EV Concept 857,"Carro elétrico revolucionário com autonomia de 451 km e aceleração de 0 a 100 km/h em 3.43 s"
EV Model X 858,"Carro elétrico futurístico com autonomia de 286 km e aceleração de 0 a 100 km/h em 3.47 s"
EV Cybertruck 859,"Carro elétrico revolucionário com autonomia de 533 km e aceleração de 0 a 100 km/h em 3.15 s"
EV Model S 860,"Carro elétrico econômico com autonomia de 293 km e aceleração de 0 a 100 km/h em 2.14 s"
EV Cybertruck 861,"Carro elétrico potente com autonomia de 335 km e aceleração de 0 a 100 km/h em 3.05 s"
EV Semi 862,"Carro elétrico econômico com autonomia de 492 km e aceleração de 0 a 100 km/h em 2.87 s"
EV Cybertruck 863,"Carro elétrico robusto com autonomia de 575 km e aceleração de 0 a 100 km/h em 2.55 s"
EV Model S 864,"Carro elétrico robusto com autonomia de 303 km e aceleração de 0 a 100 km/h em 2.06 s"
EV Cybertruck 865,"Carro elétrico revolucionário com autonomia de 600 km e aceleração de 0 a 100 km/h em 3.18 s"
EV Model S 866,"Carro elétrico potente com autonomia de 301 km e aceleração de 0 a 100 km/h em 2.74 s"
EV Cybertruck 867,"Carro elétrico futurístico com autonomia de 262 km e aceleração de 0 a 100 km/h em 3.58 s"
EV Model 3 868,"Carro elétrico elegante com autonomia de 269 km e aceleração de 0 a 100 km/h em 3.17 s"
EV Model S 869,"Carro elétrico revolucionário com autonomia de 243 km e aceleração de 0 a 100 km/h em 2.47 s"
EV Roadster 870,"Carro elétrico potente com autonomia de 421 km e aceleração de 0 a 100 km/h em 3.10 s"
EV Model Y 871,"Carro elétrico potente com autonomia de 396 km e aceleração de 0 a 100 km/h em 2.45 s"
EV EV Concept 872,"Carro elétrico futurístico com autonomia de 536 km e aceleração de 0 a 100 km/h em 3.51 s"
EV Model S 873,"Carro elétrico incrível com autonomia de 535 km e aceleração de 0 a 100 km/h em 3.72 s"
EV EV Concept 874,"Carro elétrico incrível com autonomia de 277 km e aceleração de 0 a 100 km/h em 2.16 s"
EV Model S 875,"Carro elétrico elegante com autonomia de 438 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Roadster 876,"Carro elétrico elegante com autonomia de 492 km e aceleração de 0 a 100 km/h em 2.94 s"
EV Semi 877,"Carro elétrico elegante com autonomia de 203 km e aceleração de 0 a 100 km/h em 3.22 s"
EV EV Concept 878,"Carro elétrico potente com autonomia de 520 km e aceleração de 0 a 100 km/h em 3.62 s"
EV Model 3 879,"Carro elétrico revolucionário com autonomia de 490 km e aceleração de 0 a 100 km/h em 3.46 s"
EV Model S 880,"Carro elétrico incrível com autonomia de 536 km e aceleração de 0 a 100 km/h em 3.98 s"
EV Cybertruck 881,"Carro elétrico econômico com autonomia de 280 km e aceleração de 0 a 100 km/h em 2.43 s"
EV Model 3 882,"Carro elétrico econômico com autonomia de 288 km e aceleração de 0 a 100 km/h em 2.10 s"
EV Semi 883,"Carro elétrico robusto com autonomia de 599 km e aceleração de 0 a 100 km/h em 3.58 s"
EV Model 3 884,"Carro elétrico moderno com autonomia de 405 km e aceleração de 0 a 100 km/h em 3.09 s"
EV Model 3 885,"Carro elétrico potente com autonomia de 439 km e aceleração de 0 a 100 km/h em 3.27 s"
EV Model Y 886,"Carro elétrico revolucionário com autonomia de 390 km e aceleração de 0 a 100 km/h em 3.26 s"
EV Roadster 887,"Carro elétrico elegante com autonomia de 277 km e aceleração de 0 a 100 km/h em 3.87 s"
EV Roadster 888,"Carro elétrico potente com autonomia de 466 km e aceleração de 0 a 100 km/h em 2.43 s"
EV Model S 889,"Carro elétrico revolucionário com autonomia de 572 km e aceleração de 0 a 100 km/h em 2.47 s"
EV Model 3 890,"Carro elétrico potente com autonomia de 453 km e aceleração de 0 a 100 km/h em 2.87 s"
EV Semi 891,"Carro elétrico incrível com autonomia de 353 km e aceleração de 0 a 100 km/h em 2.43 s"
EV Semi 892,"Carro elétrico econômico com autonomia de 445 km e aceleração de 0 a 100 km/h em 3.91 s"
EV Model Y 893,"Carro elétrico revolucionário com autonomia de 200 km e aceleração de 0 a 100 km/h em 2.72 s"
EV Roadster 894,"Carro elétrico econômico com autonomia de 268 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Cybertruck 895,"Carro elétrico elegante com autonomia de 330 km e aceleração de 0 a 100 km/h em 2.50 s"
EV Model X 896,"Carro elétrico revolucionário com autonomia de 289 km e aceleração de 0 a 100 km/h em 3.63 s"
EV Model S 897,"Carro elétrico revolucionário com autonomia de 237 km e aceleração de 0 a 100 km/h em 3.38 s"
EV Roadster 898,"Carro elétrico elegante com autonomia de 483 km e aceleração de 0 a 100 km/h em 2.92 s"
EV Model 3 899,"Carro elétrico econômico com autonomia de 259 km e aceleração de 0 a 100 km/h em 3.48 s"
EV EV Concept 900,"Carro elétrico potente com autonomia de 200 km e aceleração de 0 a 100 km/h em 3.58 s"
EV Model 3 901,"Carro elétrico robusto com autonomia de 265 km e aceleração de 0 a 100 km/h em 2.41 s"
EV Model 3 902,"Carro elétrico futurístico com autonomia de 204 km e aceleração de 0 a 100 km/h em 3.58 s"
EV Model Y 903,"Carro elétrico elegante com autonomia de 324 km e aceleração de 0 a 100 km/h em 2.36 s"
EV Model S 904,"Carro elétrico revolucionário com autonomia de 528 km e aceleração de 0 a 100 km/h em 2.09 s"
EV Model Y 905,"Carro elétrico potente com autonomia de 495 km e aceleração de 0 a 100 km/h em 3.66 s"
EV Model X 906,"Carro elétrico revolucionário com autonomia de 420 km e aceleração de 0 a 100 km/h em 2.73 s"
EV Semi 907,"Carro elétrico moderno com autonomia de 373 km e aceleração de 0 a 100 km/h em 2.96 s"
EV EV Concept 908,"Carro elétrico revolucionário com autonomia de 475 km e aceleração de 0 a 100 km/h em 3.92 s"
EV Cybertruck 909,"Carro elétrico moderno com autonomia de 428 km e aceleração de 0 a 100 km/h em 2.47 s"
EV Model S 910,"Carro elétrico econômico com autonomia de 242 km e aceleração de 0 a 100 km/h em 2.35 s"
EV Semi 911,"Carro elétrico elegante com autonomia de 433 km e aceleração de 0 a 100 km/h em 2.46 s"
EV EV Concept 912,"Carro elétrico elegante com autonomia de 544 km e aceleração de 0 a 100 km/h em 2.66 s"
EV Semi 913,"Carro elétrico econômico com autonomia de 231 km e aceleração de 0 a 100 km/h em 3.89 s"
EV EV Concept 914,"Carro elétrico futurístico com autonomia de 526 km e aceleração de 0 a 100 km/h em 2.08 s"
EV Model Y 915,"Carro elétrico moderno com autonomia de 250 km e aceleração de 0 a 100 km/h em 3.09 s"
EV Cybertruck 916,"Carro elétrico robusto com autonomia de 552 km e aceleração de 0 a 100 km/h em 3.36 s"
EV Model S 917,"Carro elétrico econômico com autonomia de 485 km e aceleração de 0 a 100 km/h em 3.76 s"
EV Roadster 918,"Carro elétrico revolucionário com autonomia de 488 km e aceleração de 0 a 100 km/h em 2.63 s"
EV Semi 919,"Carro elétrico moderno com autonomia de 294 km e aceleração de 0 a 100 km/h em 3.77 s"
EV Model X 920,"Carro elétrico incrível com autonomia de 458 km e aceleração de 0 a 100 km/h em 3.68 s"
EV EV Concept 921,"Carro elétrico econômico com autonomia de 509 km e aceleração de 0 a 100 km/h em 2.77 s"
EV Cybertruck 922,"Carro elétrico robusto com autonomia de 200 km e aceleração de 0 a 100 km/h em 2.70 s"
EV Model X 923,"Carro elétrico futurístico com autonomia de 218 km e aceleração de 0 a 100 km/h em 3.86 s"
EV Model S 924,"Carro elétrico robusto com autonomia de 559 km e aceleração de 0 a 100 km/h em 2.44 s"
EV Model 3 925,"Carro elétrico econômico com autonomia de 289 km e aceleração de 0 a 100 km/h em 2.68 s"
EV EV Concept 926,"Carro elétrico futurístico com autonomia de 210 km e aceleração de 0 a 100 km/h em 2.28 s"
EV Semi 927,"Carro elétrico potente com autonomia de 457 km e aceleração de 0 a 100 km/h em 3.96 s"
EV EV Concept 928,"Carro elétrico futurístico com autonomia de 385 km e aceleração de 0 a 100 km/h em 2.78 s"
EV EV Concept 929,"Carro elétrico futurístico com autonomia de 521 km e aceleração de 0 a 100 km/h em 2.16 s"
EV Model 3 930,"Carro elétrico elegante com autonomia de 466 km e aceleração de 0 a 100 km/h em 2.06 s"
EV Model X 931,"Carro elétrico robusto com autonomia de 201 km e aceleração de 0 a 100 km/h em 2.48 s"
EV Cybertruck 932,"Carro elétrico elegante com autonomia de 534 km e aceleração de 0 a 100 km/h em 3.61 s"
EV Semi 933,"Carro elétrico potente com autonomia de 553 km e aceleração de 0 a 100 km/h em 3.72 s"
EV Cybertruck 934,"Carro elétrico econômico com autonomia de 242 km e aceleração de 0 a 100 km/h em 2.29 s"
EV Roadster 935,"Carro elétrico elegante com autonomia de 487 km e aceleração de 0 a 100 km/h em 3.74 s"
EV Cybertruck 936,"Carro elétrico moderno com autonomia de 309 km e aceleração de 0 a 100 km/h em 3.91 s"
EV Cybertruck 937,"Carro elétrico incrível com autonomia de 475 km e aceleração de 0 a 100 km/h em 2.55 s"
EV Cybertruck 938,"Carro elétrico incrível com autonomia de 222 km e aceleração de 0 a 100 km/h em 2.46 s"
EV Model Y 939,"Carro elétrico futurístico com autonomia de 511 km e aceleração de 0 a 100 km/h em 3.83 s"
EV Model 3 940,"Carro elétrico incrível com autonomia de 596 km e aceleração de 0 a 100 km/h em 3.19 s"
EV Roadster 941,"Carro elétrico robusto com autonomia de 325 km e aceleração de 0 a 100 km/h em 2.17 s"
EV EV Concept 942,"Carro elétrico elegante com autonomia de 449 km e aceleração de 0 a 100 km/h em 2.06 s"
EV Model 3 943,"Carro elétrico robusto com autonomia de 560 km e aceleração de 0 a 100 km/h em 2.29 s"
EV Model 3 944,"Carro elétrico robusto com autonomia de 343 km e aceleração de 0 a 100 km/h em 3.15 s"
EV Model Y 945,"Carro elétrico elegante com autonomia de 282 km e aceleração de 0 a 100 km/h em 2.89 s"
EV Model Y 946,"Carro elétrico futurístico com autonomia de 349 km e aceleração de 0 a 100 km/h em 3.81 s"
EV Model X 947,"Carro elétrico robusto com autonomia de 215 km e aceleração de 0 a 100 km/h em 2.11 s"
EV Cybertruck 948,"Carro elétrico futurístico com autonomia de 239 km e aceleração de 0 a 100 km/h em 3.35 s"
EV Model X 949,"Carro elétrico econômico com autonomia de 479 km e aceleração de 0 a 100 km/h em 2.25 s"
EV Cybertruck 950,"Carro elétrico econômico com autonomia de 558 km e aceleração de 0 a 100 km/h em 2.47 s"
EV Model Y 951,"Carro elétrico econômico com autonomia de 305 km e aceleração de 0 a 100 km/h em 3.66 s"
EV Model Y 952,"Carro elétrico elegante com autonomia de 299 km e aceleração de 0 a 100 km/h em 2.62 s"
EV Model Y 953,"Carro elétrico revolucionário com autonomia de 407 km e aceleração de 0 a 100 km/h em 2.37 s"
EV Model X 954,"Carro elétrico incrível com autonomia de 534 km e aceleração de 0 a 100 km/h em 3.67 s"
EV Model Y 955,"Carro elétrico incrível com autonomia de 420 km e aceleração de 0 a 100 km/h em 2.37 s"
EV EV Concept 956,"Carro elétrico incrível com autonomia de 495 km e aceleração de 0 a 100 km/h em 2.32 s"
EV Semi 957,"Carro elétrico elegante com autonomia de 253 km e aceleração de 0 a 100 km/h em 2.35 s"
EV Semi 958,"Carro elétrico potente com autonomia de 371 km e aceleração de 0 a 100 km/h em 2.66 s"
EV Model 3 959,"Carro elétrico revolucionário com autonomia de 379 km e aceleração de 0 a 100 km/h em 3.95 s"
EV Model S 960,"Carro elétrico revolucionário com autonomia de 538 km e aceleração de 0 a 100 km/h em 3.63 s"
EV Model S 961,"Carro elétrico incrível com autonomia de 271 km e aceleração de 0 a 100 km/h em 2.68 s"
EV Model Y 962,"Carro elétrico revolucionário com autonomia de 438 km e aceleração de 0 a 100 km/h em 3.65 s"
EV Cybertruck 963,"Carro elétrico econômico com autonomia de 468 km e aceleração de 0 a 100 km/h em 3.25 s"
EV Model Y 964,"Carro elétrico elegante com autonomia de 544 km e aceleração de 0 a 100 km/h em 2.42 s"
EV Roadster 965,"Carro elétrico elegante com autonomia de 227 km e aceleração de 0 a 100 km/h em 2.40 s"
EV Semi 966,"Carro elétrico revolucionário com autonomia de 582 km e aceleração de 0 a 100 km/h em 3.48 s"
EV EV Concept 967,"Carro elétrico econômico com autonomia de 426 km e aceleração de 0 a 100 km/h em 2.78 s"
EV Roadster 968,"Carro elétrico econômico com autonomia de 437 km e aceleração de 0 a 100 km/h em 2.95 s"
EV Roadster 969,"Carro elétrico revolucionário com autonomia de 411 km e aceleração de 0 a 100 km/h em 2.66 s"
EV Model 3 970,"Carro elétrico moderno com autonomia de 410 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Semi 971,"Carro elétrico moderno com autonomia de 445 km e aceleração de 0 a 100 km/h em 2.07 s"
EV Cybertruck 972,"Carro elétrico robusto com autonomia de 303 km e aceleração de 0 a 100 km/h em 2.27 s"
EV Model 3 973,"Carro elétrico moderno com autonomia de 526 km e aceleração de 0 a 100 km/h em 3.45 s"
EV Model Y 974,"Carro elétrico moderno com autonomia de 417 km e aceleração de 0 a 100 km/h em 3.27 s"
EV Model X 975,"Carro elétrico potente com autonomia de 302 km e aceleração de 0 a 100 km/h em 2.48 s"
EV Roadster 976,"Carro elétrico econômico com autonomia de 248 km e aceleração de 0 a 100 km/h em 3.95 s"
EV Semi 977,"Carro elétrico econômico com autonomia de 559 km e aceleração de 0 a 100 km/h em 2.33 s"
EV Semi 978,"Carro elétrico revolucionário com autonomia de 217 km e aceleração de 0 a 100 km/h em 2.71 s"
EV Cybertruck 979,"Carro elétrico econômico com autonomia de 526 km e aceleração de 0 a 100 km/h em 2.55 s"
EV Model 3 980,"Carro elétrico moderno com autonomia de 526 km e aceleração de 0 a 100 km/h em 2.27 s"
EV Model Y 981,"Carro elétrico moderno com autonomia de 263 km e aceleração de 0 a 100 km/h em 2.72 s"
EV EV Concept 982,"Carro elétrico robusto com autonomia de 509 km e aceleração de 0 a 100 km/h em 2.47 s"
EV EV Concept 983,"Carro elétrico moderno com autonomia de 557 km e aceleração de 0 a 100 km/h em 2.87 s"
EV Roadster 984,"Carro elétrico potente com autonomia de 455 km e aceleração de 0 a 100 km/h em 3.85 s"
EV Model 3 985,"Carro elétrico revolucionário com autonomia de 567 km e aceleração de 0 a 100 km/h em 3.23 s"
EV EV Concept 986,"Carro elétrico elegante com autonomia de 394 km e aceleração de 0 a 100 km/h em 2.54 s"
EV Model X 987,"Carro elétrico futurístico com autonomia de 351 km e aceleração de 0 a 100 km/h em 3.60 s"
EV Model X 988,"Carro elétrico moderno com autonomia de 573 km e aceleração de 0 a 100 km/h em 2.45 s"
EV Model X 989,"Carro elétrico econômico com autonomia de 525 km e aceleração de 0 a 100 km/h em 3.15 s"
EV EV Concept 990,"Carro elétrico elegante com autonomia de 396 km e aceleração de 0 a 100 km/h em 2.44 s"
EV Model 3 991,"Carro elétrico robusto com autonomia de 221 km e aceleração de 0 a 100 km/h em 3.33 s"
EV EV Concept 992,"Carro elétrico econômico com autonomia de 236 km e aceleração de 0 a 100 km/h em 3.31 s"
EV EV Concept 993,"Carro elétrico incrível com autonomia de 285 km e aceleração de 0 a 100 km/h em 2.27 s"
EV EV Concept 994,"Carro elétrico econômico com autonomia de 292 km e aceleração de 0 a 100 km/h em 3.10 s"
EV Cybertruck 995,"Carro elétrico incrível com autonomia de 221 km e aceleração de 0 a 100 km/h em 2.13 s"
EV EV Concept 996,"Carro elétrico incrível com autonomia de 328 km e aceleração de 0 a 100 km/h em 2.36 s"
EV Model 3 997,"Carro elétrico futurístico com autonomia de 209 km e aceleração de 0 a 100 km/h em 3.25 s"
EV Model 3 998,"Carro elétrico elegante com autonomia de 522 km e aceleração de 0 a 100 km/h em 2.50 s"
EV Model Y 999,"Carro elétrico revolucionário com autonomia de 492 km e aceleração de 0 a 100 km/h em 3.99 s"
EV EV Concept 1000,"Carro elétrico elegante com autonomia de 506 km e aceleração de 0 a 100 km/h em 3.20 s"
